feedback_id,customer_name,feedback,date,product
4070,Karthik,Average experience,2025-03-16,E-commerce
4071,Anitha,Customer support did not respond,2025-12-29,Headphones
4072,Divya,Support team was very helpful,2025-07-21,Banking App
4073,Divya,"Amazing experience, highly recommend",2025-08-10,Smart Watch
4074,Manoj,Support team was very helpful,2025-07-09,Smart Watch
4075,Sneha,Very happy with the product,2025-06-14,Mobile
4076,Anitha,Delivery was too late,2025-05-14,Internet Service
4077,Manoj,Worst product ever,2025-10-15,Smart Watch
4078,Divya,Average experience,2025-07-07,Laptop
4079,Manoj,Worst product ever,2025-01-12,Banking App
4080,Anitha,Very happy with the product,2025-01-06,Mobile
4081,Manoj,Average experience,2025-06-15,E-commerce
4082,Arun,Delivery was too late,2025-07-09,Smart Watch
4083,Divya,Support team was very helpful,2025-10-18,Smart Watch
4084,Pooja,Decent product,2025-05-14,Mobile App
4085,Suresh,Support team was very helpful,2025-05-01,Laptop
4086,Karthik,Great service and fast delivery,2025-03-05,E-commerce
4087,Rahul,Great service and fast delivery,2025-09-02,E-commerce
4088,Karthik,Poor quality and waste of money,2025-01-07,E-commerce
4089,Manoj,Excellent quality and very satisfied,2025-12-27,Internet Service
4090,Suresh,"Amazing experience, highly recommend",2025-10-26,Laptop
4091,Divya,Customer support did not respond,2025-10-10,Smart Watch
4092,Arun,Okay for the price,2025-12-29,E-commerce
4093,Karthik,Nothing special,2025-05-27,Smart Watch
4094,Suresh,Poor quality and waste of money,2025-04-24,Smart Watch
4095,Karthik,Excellent quality and very satisfied,2025-10-28,Mobile
4096,Suresh,Okay for the price,2025-08-17,Banking App
4097,Arun,"Amazing experience, highly recommend",2025-11-11,E-commerce
4098,Anitha,Very bad experience and disappointed,2025-07-20,Laptop
4099,Divya,Very happy with the product,2025-08-25,Laptop
4100,Priya,Poor quality and waste of money,2025-07-29,E-commerce
4101,Sneha,Great service and fast delivery,2025-08-15,Mobile
4102,Divya,Decent product,2025-04-13,Internet Service
4103,Arun,Okay for the price,2025-08-07,Mobile App
4104,Pooja,Very bad experience and disappointed,2025-08-15,E-commerce
4105,Karthik,Delivery was too late,2025-11-16,Internet Service
4106,Arun,Worst product ever,2025-05-20,Headphones
4107,Pooja,Worst product ever,2025-11-21,Headphones
4108,Divya,Average experience,2025-07-03,Mobile
4109,Karthik,Worst product ever,2025-10-30,Headphones
4110,Pooja,Worst product ever,2025-06-24,Mobile
4111,Arun,Acceptable performance,2025-03-26,Internet Service
4112,Divya,Great service and fast delivery,2025-04-22,Smart Watch
4113,Anitha,Decent product,2025-12-08,Mobile
4114,Sneha,Acceptable performance,2025-08-23,Headphones
4115,Karthik,Decent product,2025-10-19,Mobile App
4116,Manoj,Very bad experience and disappointed,2025-04-12,Mobile App
4117,Rahul,Average experience,2025-10-27,Headphones
4118,Suresh,Poor quality and waste of money,2025-05-14,Smart Watch
4119,Sneha,Nothing special,2025-06-05,Banking App
4120,Arun,Support team was very helpful,2025-08-17,Mobile
4121,Sneha,Very happy with the product,2025-04-11,Banking App
4122,Anitha,Great service and fast delivery,2025-11-12,Laptop
4123,Pooja,Acceptable performance,2025-07-05,Mobile App
4124,Sneha,Support team was very helpful,2025-02-02,Laptop
4125,Suresh,Decent product,2025-05-28,Headphones
4126,Karthik,Very bad experience and disappointed,2025-09-16,Headphones
4127,Sneha,Excellent quality and very satisfied,2025-05-12,Smart Watch
4128,Sneha,Very happy with the product,2025-05-13,Headphones
4129,Divya,Very bad experience and disappointed,2025-09-23,E-commerce
4130,Suresh,Nothing special,2025-10-19,Smart Watch
4131,Sneha,Nothing special,2025-07-14,E-commerce
4132,Rahul,Nothing special,2025-07-16,Smart Watch
4133,Sneha,Poor quality and waste of money,2025-08-01,Smart Watch
4134,Rahul,Worst product ever,2025-10-07,Laptop
4135,Divya,Very happy with the product,2025-05-01,Internet Service
4136,Karthik,Decent product,2025-01-04,Internet Service
4137,Suresh,Support team was very helpful,2025-12-17,Banking App
4138,Suresh,Decent product,2025-04-20,Mobile
4139,Karthik,Excellent quality and very satisfied,2025-04-06,Headphones
4140,Priya,Very bad experience and disappointed,2025-12-01,Mobile App
4141,Anitha,Excellent quality and very satisfied,2025-09-11,Laptop
4142,Arun,Acceptable performance,2025-06-15,Mobile App
4143,Suresh,Very bad experience and disappointed,2025-12-29,Mobile App
4144,Karthik,Support team was very helpful,2025-06-19,Smart Watch
4145,Arun,Acceptable performance,2025-05-17,Internet Service
4146,Suresh,Customer support did not respond,2025-05-15,Mobile App
4147,Divya,Very happy with the product,2025-12-10,Mobile
4148,Rahul,Decent product,2025-04-18,Laptop
4149,Karthik,Poor quality and waste of money,2025-06-13,Banking App
4150,Rahul,Average experience,2025-06-24,Internet Service
4151,Rahul,Okay for the price,2025-11-15,Smart Watch
4152,Karthik,Customer support did not respond,2025-06-17,Smart Watch
4153,Suresh,Okay for the price,2025-05-27,Mobile
4154,Pooja,Customer support did not respond,2025-10-13,Mobile App
4155,Karthik,Poor quality and waste of money,2025-06-01,Headphones
4156,Rahul,Great service and fast delivery,2025-09-29,Mobile App
4157,Pooja,Acceptable performance,2025-09-15,Mobile
4158,Pooja,Okay for the price,2025-03-03,Laptop
4159,Suresh,Okay for the price,2025-08-13,Mobile App
4160,Pooja,Customer support did not respond,2025-10-04,E-commerce
4161,Manoj,Customer support did not respond,2025-10-14,Mobile
4162,Suresh,Worst product ever,2025-05-30,Smart Watch
4163,Rahul,Support team was very helpful,2025-01-12,Smart Watch
4164,Arun,Nothing special,2025-11-16,Mobile
4165,Suresh,Nothing special,2025-11-04,E-commerce
4166,Pooja,Acceptable performance,2025-04-12,Banking App
4167,Sneha,Delivery was too late,2025-01-22,E-commerce
4168,Rahul,Delivery was too late,2025-07-25,Mobile App
4169,Sneha,Excellent quality and very satisfied,2025-06-18,Internet Service
4170,Pooja,Average experience,2025-02-01,Headphones
4171,Arun,Very happy with the product,2025-12-21,Mobile
4172,Arun,Very bad experience and disappointed,2025-02-26,Banking App
4173,Karthik,Nothing special,2025-05-12,Mobile
4174,Rahul,Very bad experience and disappointed,2025-10-11,E-commerce
4175,Sneha,Okay for the price,2025-01-06,Banking App
4176,Pooja,Great service and fast delivery,2025-08-21,E-commerce
4177,Manoj,Okay for the price,2025-06-23,Internet Service
4178,Karthik,Delivery was too late,2025-02-02,Banking App
4179,Divya,Acceptable performance,2025-07-11,Smart Watch
4180,Anitha,Okay for the price,2025-04-03,E-commerce
4181,Arun,Excellent quality and very satisfied,2025-05-15,Headphones
4182,Suresh,Poor quality and waste of money,2025-01-14,E-commerce
4183,Rahul,Very bad experience and disappointed,2025-06-29,Smart Watch
4184,Divya,Poor quality and waste of money,2025-02-05,Laptop
4185,Manoj,Decent product,2025-09-17,Headphones
4186,Suresh,Average experience,2025-09-13,Internet Service
4187,Anitha,Very bad experience and disappointed,2025-07-06,Smart Watch
4188,Anitha,Nothing special,2025-04-28,Mobile
4189,Pooja,Very bad experience and disappointed,2025-06-18,E-commerce
4190,Arun,Excellent quality and very satisfied,2025-10-20,Mobile
4191,Arun,Delivery was too late,2025-08-26,Smart Watch
4192,Pooja,Poor quality and waste of money,2025-11-12,E-commerce
4193,Arun,Support team was very helpful,2025-01-26,Mobile App
4194,Anitha,Support team was very helpful,2025-10-10,Laptop
4195,Pooja,Poor quality and waste of money,2025-09-03,Banking App
4196,Karthik,Excellent quality and very satisfied,2025-11-13,Mobile
4197,Sneha,Customer support did not respond,2025-02-16,Mobile
4198,Sneha,Excellent quality and very satisfied,2025-04-23,Banking App
4199,Anitha,Decent product,2025-02-22,Laptop
4200,Manoj,Nothing special,2025-03-28,Mobile App
4201,Manoj,Customer support did not respond,2025-11-01,Internet Service
4202,Rahul,Acceptable performance,2025-04-24,Internet Service
4203,Manoj,Delivery was too late,2025-06-03,Laptop
4204,Manoj,Poor quality and waste of money,2025-01-13,Laptop
4205,Anitha,Great service and fast delivery,2025-01-24,Banking App
4206,Divya,Acceptable performance,2025-03-05,Smart Watch
4207,Suresh,Worst product ever,2025-08-07,Headphones
4208,Sneha,Delivery was too late,2025-02-03,Banking App
4209,Arun,Very bad experience and disappointed,2025-04-28,Headphones
4210,Manoj,Nothing special,2025-05-14,Banking App
4211,Sneha,Customer support did not respond,2025-09-19,Laptop
4212,Divya,Decent product,2025-08-31,E-commerce
4213,Divya,Very happy with the product,2025-01-26,Laptop
4214,Manoj,Support team was very helpful,2025-04-12,Mobile
4215,Arun,Great service and fast delivery,2025-11-15,Mobile
4216,Priya,Worst product ever,2025-06-20,Internet Service
4217,Arun,Excellent quality and very satisfied,2025-11-14,Mobile App
4218,Pooja,Very bad experience and disappointed,2025-03-24,Internet Service
4219,Anitha,"Amazing experience, highly recommend",2025-10-05,Mobile App
4220,Karthik,Excellent quality and very satisfied,2025-01-20,Mobile App
4221,Rahul,Very happy with the product,2025-01-22,Banking App
4222,Priya,Okay for the price,2025-05-21,E-commerce
4223,Karthik,Acceptable performance,2025-09-19,Internet Service
4224,Divya,Okay for the price,2025-10-09,Banking App
4225,Suresh,Acceptable performance,2025-08-24,Mobile App
4226,Arun,Worst product ever,2025-03-06,E-commerce
4227,Anitha,Great service and fast delivery,2025-11-02,Headphones
4228,Manoj,Support team was very helpful,2025-12-02,Headphones
4229,Arun,Great service and fast delivery,2025-10-27,Banking App
4230,Suresh,Excellent quality and very satisfied,2025-05-28,E-commerce
4231,Karthik,Great service and fast delivery,2025-07-12,E-commerce
4232,Rahul,Delivery was too late,2025-05-22,Smart Watch
4233,Suresh,Customer support did not respond,2025-07-11,Smart Watch
4234,Pooja,Customer support did not respond,2025-01-22,E-commerce
4235,Karthik,Customer support did not respond,2025-06-27,Laptop
4236,Rahul,Very bad experience and disappointed,2025-06-08,Mobile App
4237,Divya,Delivery was too late,2025-04-10,Laptop
4238,Karthik,Great service and fast delivery,2025-05-26,Mobile App
4239,Manoj,Great service and fast delivery,2025-09-05,Internet Service
4240,Manoj,Very happy with the product,2025-03-09,Internet Service
4241,Priya,Average experience,2025-12-21,Laptop
4242,Rahul,Support team was very helpful,2025-05-30,Headphones
4243,Pooja,Excellent quality and very satisfied,2025-11-14,Internet Service
4244,Arun,Worst product ever,2025-09-22,Headphones
4245,Suresh,Very happy with the product,2025-03-16,Banking App
4246,Divya,Delivery was too late,2025-05-13,Internet Service
4247,Anitha,Great service and fast delivery,2025-11-07,Banking App
4248,Anitha,Okay for the price,2025-02-08,E-commerce
4249,Pooja,Excellent quality and very satisfied,2025-06-24,Laptop
4250,Pooja,Poor quality and waste of money,2025-04-20,Internet Service
4251,Rahul,Okay for the price,2025-06-03,Smart Watch
4252,Pooja,Customer support did not respond,2025-05-01,Banking App
4253,Karthik,Very happy with the product,2025-04-13,E-commerce
4254,Arun,Customer support did not respond,2025-04-22,Laptop
4255,Divya,Nothing special,2025-09-07,Laptop
4256,Suresh,Very bad experience and disappointed,2025-04-28,Banking App
4257,Suresh,Very happy with the product,2025-12-25,Mobile
4258,Rahul,Support team was very helpful,2025-04-20,Laptop
4259,Sneha,Support team was very helpful,2025-08-23,Smart Watch
4260,Arun,Average experience,2025-01-25,Internet Service
4261,Pooja,Average experience,2025-06-08,Smart Watch
4262,Suresh,Worst product ever,2025-09-20,Internet Service
4263,Priya,Delivery was too late,2025-01-05,Banking App
4264,Suresh,"Amazing experience, highly recommend",2025-01-13,Laptop
4265,Divya,Support team was very helpful,2025-09-16,Laptop
4266,Rahul,Average experience,2025-05-22,Banking App
4267,Suresh,Excellent quality and very satisfied,2025-09-16,Internet Service
4268,Sneha,"Amazing experience, highly recommend",2025-01-30,Smart Watch
4269,Karthik,Okay for the price,2025-05-05,Banking App
4270,Anitha,Acceptable performance,2025-03-02,Laptop
4271,Suresh,Delivery was too late,2025-01-15,E-commerce
4272,Arun,Average experience,2025-05-03,Internet Service
4273,Rahul,Worst product ever,2025-05-29,E-commerce
4274,Priya,Great service and fast delivery,2025-06-27,Banking App
4275,Anitha,Excellent quality and very satisfied,2025-05-28,Mobile App
4276,Anitha,Customer support did not respond,2025-03-23,Banking App
4277,Anitha,Very bad experience and disappointed,2025-09-17,Smart Watch
4278,Rahul,Great service and fast delivery,2025-02-13,Internet Service
4279,Manoj,Customer support did not respond,2025-09-12,E-commerce
4280,Anitha,Nothing special,2025-12-15,Internet Service
4281,Divya,Nothing special,2025-11-17,Mobile
4282,Suresh,Very happy with the product,2025-11-24,Laptop
4283,Manoj,Decent product,2025-03-29,Internet Service
4284,Suresh,Okay for the price,2025-03-13,Banking App
4285,Karthik,Poor quality and waste of money,2025-07-21,Laptop
4286,Sneha,Great service and fast delivery,2025-09-19,Mobile App
4287,Manoj,Average experience,2025-04-30,Headphones
4288,Divya,"Amazing experience, highly recommend",2025-04-18,E-commerce
4289,Arun,Support team was very helpful,2025-01-06,Mobile
4290,Sneha,Very happy with the product,2025-08-25,Headphones
4291,Anitha,Very happy with the product,2025-06-24,Laptop
4292,Karthik,Nothing special,2025-10-20,Laptop
4293,Priya,Very happy with the product,2025-01-25,Mobile
4294,Divya,Very happy with the product,2025-03-12,Headphones
4295,Rahul,Very happy with the product,2025-06-12,E-commerce
4296,Priya,Average experience,2025-08-17,Mobile
4297,Priya,Decent product,2025-01-25,Internet Service
4298,Karthik,Excellent quality and very satisfied,2025-12-13,E-commerce
4299,Anitha,Very happy with the product,2025-08-06,Mobile
4300,Rahul,Worst product ever,2025-10-03,Mobile
4301,Anitha,"Amazing experience, highly recommend",2025-08-04,E-commerce
4302,Arun,Very bad experience and disappointed,2025-05-18,E-commerce
4303,Suresh,Support team was very helpful,2025-08-22,Internet Service
4304,Karthik,Support team was very helpful,2025-03-31,Smart Watch
4305,Sneha,Okay for the price,2025-10-10,Laptop
4306,Manoj,Support team was very helpful,2025-05-22,Smart Watch
4307,Divya,Delivery was too late,2025-10-11,Mobile
4308,Divya,Average experience,2025-05-01,Mobile App
4309,Priya,Excellent quality and very satisfied,2025-10-27,Laptop
4310,Divya,Customer support did not respond,2025-04-15,Mobile App
4311,Pooja,Average experience,2025-05-11,Headphones
4312,Anitha,Poor quality and waste of money,2025-10-10,Mobile
4313,Divya,Decent product,2025-11-01,Mobile App
4314,Divya,Very bad experience and disappointed,2025-12-12,Smart Watch
4315,Sneha,Decent product,2025-01-25,E-commerce
4316,Anitha,Poor quality and waste of money,2025-01-08,Laptop
4317,Manoj,Very happy with the product,2025-06-03,Mobile
4318,Divya,Acceptable performance,2025-02-27,Smart Watch
4319,Karthik,"Amazing experience, highly recommend",2025-02-21,Laptop
4320,Sneha,Very bad experience and disappointed,2025-04-07,Internet Service
4321,Suresh,Customer support did not respond,2025-01-13,Mobile App
4322,Suresh,Very bad experience and disappointed,2025-03-15,Headphones
4323,Karthik,Very bad experience and disappointed,2025-01-09,Internet Service
4324,Priya,Very bad experience and disappointed,2025-02-16,Banking App
4325,Manoj,Excellent quality and very satisfied,2025-01-04,Mobile App
4326,Priya,"Amazing experience, highly recommend",2025-03-18,Mobile
4327,Manoj,Very happy with the product,2025-07-01,Headphones
4328,Sneha,Very bad experience and disappointed,2025-03-28,Laptop
4329,Anitha,Average experience,2025-07-14,Internet Service
4330,Anitha,Poor quality and waste of money,2025-07-28,Internet Service
4331,Sneha,"Amazing experience, highly recommend",2025-12-18,Mobile App
4332,Sneha,Excellent quality and very satisfied,2025-03-25,Mobile
4333,Karthik,Excellent quality and very satisfied,2025-05-04,Mobile
4334,Sneha,Decent product,2025-01-13,Smart Watch
4335,Manoj,Very bad experience and disappointed,2025-08-25,Mobile
4336,Manoj,Average experience,2025-03-30,Mobile
4337,Rahul,Nothing special,2025-04-10,Smart Watch
4338,Karthik,Great service and fast delivery,2025-08-01,Mobile
4339,Priya,Decent product,2025-11-09,Laptop
4340,Priya,Poor quality and waste of money,2025-11-08,E-commerce
4341,Sneha,Okay for the price,2025-10-20,Internet Service
4342,Pooja,Support team was very helpful,2025-09-03,E-commerce
4343,Manoj,Excellent quality and very satisfied,2026-01-01,Banking App
4344,Rahul,Customer support did not respond,2025-10-31,Laptop
4345,Pooja,Support team was very helpful,2025-05-20,Smart Watch
4346,Priya,Very happy with the product,2025-10-20,Mobile App
4347,Arun,Acceptable performance,2025-08-16,Mobile App
4348,Priya,Worst product ever,2025-01-26,Mobile
4349,Rahul,Okay for the price,2025-11-10,Banking App
4350,Suresh,Customer support did not respond,2025-02-22,Mobile
4351,Arun,Support team was very helpful,2025-10-31,Mobile
4352,Divya,Customer support did not respond,2025-06-16,E-commerce
4353,Anitha,Worst product ever,2025-03-11,Mobile App
4354,Priya,Acceptable performance,2025-12-11,Headphones
4355,Arun,Decent product,2025-01-11,Mobile
4356,Pooja,Very bad experience and disappointed,2025-08-13,Banking App
4357,Sneha,Nothing special,2025-04-17,Banking App
4358,Manoj,Nothing special,2025-06-25,Mobile App
4359,Sneha,Delivery was too late,2025-10-01,Laptop
4360,Manoj,Okay for the price,2025-08-24,Headphones
4361,Anitha,Acceptable performance,2025-06-02,Internet Service
4362,Anitha,Support team was very helpful,2025-05-07,Mobile App
4363,Priya,"Amazing experience, highly recommend",2025-07-23,Laptop
4364,Divya,Delivery was too late,2025-07-30,Laptop
4365,Anitha,Acceptable performance,2025-12-21,Internet Service
4366,Pooja,Very bad experience and disappointed,2025-08-03,Mobile App
4367,Priya,"Amazing experience, highly recommend",2025-01-21,Laptop
4368,Divya,Very bad experience and disappointed,2025-05-09,Internet Service
4369,Anitha,Excellent quality and very satisfied,2025-10-15,Mobile App
4370,Karthik,Excellent quality and very satisfied,2025-02-13,Laptop
4371,Manoj,Nothing special,2025-09-28,Mobile
4372,Divya,Average experience,2025-02-05,Internet Service
4373,Karthik,Delivery was too late,2025-03-10,Banking App
4374,Priya,Customer support did not respond,2025-08-19,Banking App
4375,Priya,Customer support did not respond,2025-12-23,Banking App
4376,Anitha,Nothing special,2025-10-25,Laptop
4377,Arun,Decent product,2025-12-28,E-commerce
4378,Karthik,Acceptable performance,2025-02-13,E-commerce
4379,Sneha,Support team was very helpful,2025-09-02,Smart Watch
4380,Priya,Very happy with the product,2025-02-05,Banking App
4381,Sneha,Support team was very helpful,2025-10-28,Laptop
4382,Manoj,Delivery was too late,2025-09-12,E-commerce
4383,Manoj,Very happy with the product,2025-09-15,Banking App
4384,Sneha,Worst product ever,2025-04-19,Mobile App
4385,Anitha,Okay for the price,2025-01-09,Smart Watch
4386,Priya,Delivery was too late,2025-09-24,Headphones
4387,Divya,Average experience,2025-04-29,E-commerce
4388,Karthik,Customer support did not respond,2025-05-10,Internet Service
4389,Anitha,Poor quality and waste of money,2025-10-06,Internet Service
4390,Anitha,Great service and fast delivery,2025-07-06,E-commerce
4391,Arun,Excellent quality and very satisfied,2025-04-04,E-commerce
4392,Rahul,Acceptable performance,2025-02-16,Smart Watch
4393,Manoj,"Amazing experience, highly recommend",2025-04-23,Mobile App
4394,Rahul,Acceptable performance,2025-02-18,E-commerce
4395,Karthik,Poor quality and waste of money,2025-05-16,Banking App
4396,Sneha,Support team was very helpful,2025-11-20,Banking App
4397,Suresh,Very happy with the product,2025-04-10,Banking App
4398,Karthik,Decent product,2025-09-21,Headphones
4399,Arun,Okay for the price,2025-06-02,Headphones
4400,Priya,Worst product ever,2025-09-05,Banking App
4401,Divya,Acceptable performance,2025-12-22,Mobile
4402,Manoj,Average experience,2025-10-19,Headphones
4403,Sneha,Okay for the price,2025-06-03,Banking App
4404,Anitha,Very bad experience and disappointed,2025-02-27,Smart Watch
4405,Manoj,Customer support did not respond,2026-01-01,Smart Watch
4406,Pooja,Worst product ever,2025-06-14,Smart Watch
4407,Manoj,Support team was very helpful,2025-01-14,Mobile App
4408,Manoj,Decent product,2025-06-21,Smart Watch
4409,Divya,Okay for the price,2025-07-31,Mobile
4410,Pooja,Poor quality and waste of money,2025-12-30,Banking App
4411,Rahul,Nothing special,2025-01-01,E-commerce
4412,Rahul,Poor quality and waste of money,2025-09-24,Banking App
4413,Rahul,Very bad experience and disappointed,2025-06-13,Internet Service
4414,Divya,Average experience,2025-03-26,E-commerce
4415,Priya,Excellent quality and very satisfied,2025-04-06,Smart Watch
4416,Arun,Okay for the price,2025-09-13,Headphones
4417,Rahul,Excellent quality and very satisfied,2025-02-14,Laptop
4418,Priya,Decent product,2025-11-30,Mobile App
4419,Arun,Very bad experience and disappointed,2025-05-11,Internet Service
4420,Rahul,Poor quality and waste of money,2025-12-12,Laptop
4421,Divya,Very happy with the product,2025-03-02,E-commerce
4422,Anitha,Decent product,2025-03-13,Banking App
4423,Pooja,Okay for the price,2025-12-30,Laptop
4424,Karthik,Okay for the price,2025-10-08,Headphones
4425,Priya,Acceptable performance,2025-12-15,Internet Service
4426,Karthik,"Amazing experience, highly recommend",2025-11-06,Mobile App
4427,Rahul,Decent product,2025-09-30,Mobile App
4428,Suresh,"Amazing experience, highly recommend",2025-12-10,Mobile App
4429,Divya,Support team was very helpful,2025-10-09,Headphones
4430,Pooja,Nothing special,2025-03-09,Headphones
4431,Priya,Customer support did not respond,2025-12-09,Internet Service
4432,Manoj,Support team was very helpful,2025-02-18,E-commerce
4433,Priya,Very happy with the product,2025-11-23,Internet Service
4434,Pooja,Average experience,2025-08-06,Mobile
4435,Priya,Okay for the price,2025-02-01,Banking App
4436,Suresh,Great service and fast delivery,2025-12-27,Internet Service
4437,Pooja,Acceptable performance,2025-06-11,Internet Service
4438,Divya,Worst product ever,2025-09-08,Headphones
4439,Karthik,Decent product,2025-06-04,Mobile App
4440,Arun,Acceptable performance,2025-02-05,Laptop
4441,Sneha,Nothing special,2025-04-13,Mobile
4442,Sneha,Poor quality and waste of money,2025-08-14,Internet Service
4443,Suresh,Poor quality and waste of money,2025-03-01,Mobile
4444,Rahul,Delivery was too late,2025-08-13,E-commerce
4445,Karthik,Very bad experience and disappointed,2025-06-09,Internet Service
4446,Sneha,Very happy with the product,2025-03-03,Headphones
4447,Anitha,Nothing special,2025-06-16,Headphones
4448,Divya,Poor quality and waste of money,2025-03-22,Smart Watch
4449,Divya,Average experience,2025-10-21,Headphones
4450,Divya,Worst product ever,2025-01-19,E-commerce
4451,Pooja,Worst product ever,2025-04-23,Smart Watch
4452,Sneha,Customer support did not respond,2025-02-12,E-commerce
4453,Pooja,Acceptable performance,2025-01-16,Internet Service
4454,Rahul,Delivery was too late,2025-05-10,Mobile
4455,Priya,Excellent quality and very satisfied,2025-04-06,Mobile
4456,Manoj,Delivery was too late,2025-03-11,Laptop
4457,Arun,Very bad experience and disappointed,2025-08-11,Laptop
4458,Rahul,"Amazing experience, highly recommend",2025-07-14,Internet Service
4459,Pooja,"Amazing experience, highly recommend",2025-05-21,Mobile
4460,Sneha,Excellent quality and very satisfied,2025-11-06,E-commerce
4461,Suresh,Great service and fast delivery,2025-02-15,Banking App
4462,Sneha,Customer support did not respond,2025-11-10,Mobile
4463,Divya,Nothing special,2025-09-08,Laptop
4464,Rahul,Great service and fast delivery,2025-03-30,E-commerce
4465,Karthik,Very happy with the product,2025-04-26,Internet Service
4466,Sneha,Poor quality and waste of money,2025-01-12,Laptop
4467,Divya,Customer support did not respond,2025-05-01,Smart Watch
4468,Karthik,Very bad experience and disappointed,2025-10-09,Banking App
4469,Pooja,Poor quality and waste of money,2026-01-01,Mobile App
4470,Anitha,Excellent quality and very satisfied,2025-04-24,Banking App
4471,Sneha,Decent product,2025-01-06,Internet Service
4472,Arun,Nothing special,2025-10-17,Mobile
4473,Pooja,Worst product ever,2025-04-01,Smart Watch
4474,Sneha,Poor quality and waste of money,2025-10-21,Mobile App
4475,Sneha,Delivery was too late,2025-02-11,Headphones
4476,Rahul,"Amazing experience, highly recommend",2025-05-07,Smart Watch
4477,Pooja,Delivery was too late,2025-10-29,Internet Service
4478,Rahul,Okay for the price,2025-11-15,Mobile App
4479,Anitha,Poor quality and waste of money,2025-06-11,Laptop
4480,Sneha,Very happy with the product,2025-01-25,Headphones
4481,Suresh,Okay for the price,2025-11-03,E-commerce
4482,Anitha,Okay for the price,2025-07-08,E-commerce
4483,Arun,"Amazing experience, highly recommend",2025-01-15,Headphones
4484,Manoj,Acceptable performance,2025-04-01,Headphones
4485,Divya,Poor quality and waste of money,2025-01-02,Smart Watch
4486,Anitha,Customer support did not respond,2025-06-24,Banking App
4487,Manoj,Poor quality and waste of money,2025-01-28,Banking App
4488,Anitha,Decent product,2025-02-24,Headphones
4489,Suresh,Very bad experience and disappointed,2025-12-11,Banking App
4490,Suresh,Okay for the price,2025-11-14,Smart Watch
4491,Suresh,Customer support did not respond,2025-10-29,Banking App
4492,Suresh,Great service and fast delivery,2025-03-14,Smart Watch
4493,Pooja,Nothing special,2025-10-17,Mobile App
4494,Arun,Customer support did not respond,2025-07-12,Banking App
4495,Suresh,Delivery was too late,2025-06-23,Banking App
4496,Priya,Acceptable performance,2025-07-11,Internet Service
4497,Manoj,"Amazing experience, highly recommend",2025-09-19,Laptop
4498,Arun,Poor quality and waste of money,2025-04-08,Headphones
4499,Anitha,Support team was very helpful,2025-06-14,Laptop
4500,Anitha,Average experience,2025-04-16,E-commerce
4501,Divya,Support team was very helpful,2025-06-22,Banking App
4502,Divya,Average experience,2025-07-23,Banking App
4503,Priya,Decent product,2025-01-10,Banking App
4504,Sneha,Customer support did not respond,2025-01-25,Laptop
4505,Rahul,Excellent quality and very satisfied,2025-02-05,Smart Watch
4506,Arun,Nothing special,2025-11-09,Mobile App
4507,Suresh,Customer support did not respond,2025-01-18,Internet Service
4508,Manoj,Support team was very helpful,2025-09-18,Internet Service
4509,Karthik,Poor quality and waste of money,2025-10-21,Banking App
4510,Suresh,Worst product ever,2025-11-10,Internet Service
4511,Divya,Average experience,2025-01-10,Banking App
4512,Manoj,Okay for the price,2025-09-25,Headphones
4513,Sneha,Decent product,2025-01-01,Headphones
4514,Pooja,Worst product ever,2025-04-12,Banking App
4515,Anitha,Decent product,2025-09-03,Banking App
4516,Sneha,Acceptable performance,2025-05-10,Internet Service
4517,Karthik,Decent product,2025-06-29,Laptop
4518,Rahul,Great service and fast delivery,2025-01-19,E-commerce
4519,Anitha,Great service and fast delivery,2025-12-10,Internet Service
4520,Divya,Acceptable performance,2025-05-31,Headphones
4521,Anitha,Excellent quality and very satisfied,2025-01-27,Banking App
4522,Karthik,Poor quality and waste of money,2025-04-13,Laptop
4523,Rahul,"Amazing experience, highly recommend",2025-07-21,Laptop
4524,Arun,Nothing special,2025-02-06,Smart Watch
4525,Suresh,Customer support did not respond,2025-03-12,Smart Watch
4526,Sneha,Average experience,2025-12-15,E-commerce
4527,Divya,Excellent quality and very satisfied,2025-01-01,Mobile
4528,Anitha,Okay for the price,2025-01-20,Headphones
4529,Sneha,Very bad experience and disappointed,2025-02-13,Banking App
4530,Pooja,Support team was very helpful,2025-05-17,Banking App
4531,Rahul,Great service and fast delivery,2025-10-14,Laptop
4532,Manoj,Poor quality and waste of money,2025-10-01,Headphones
4533,Manoj,Decent product,2025-01-04,Banking App
4534,Sneha,"Amazing experience, highly recommend",2025-08-24,Headphones
4535,Anitha,Poor quality and waste of money,2025-11-16,Banking App
4536,Pooja,Okay for the price,2025-10-10,Mobile App
4537,Divya,Support team was very helpful,2025-08-28,Laptop
4538,Arun,Support team was very helpful,2025-08-01,Laptop
4539,Priya,Average experience,2025-03-08,Laptop
4540,Rahul,Acceptable performance,2025-12-24,Mobile App
4541,Pooja,Customer support did not respond,2025-07-26,Mobile App
4542,Rahul,Very bad experience and disappointed,2025-10-24,Headphones
4543,Anitha,Decent product,2025-09-07,Mobile
4544,Priya,Acceptable performance,2025-06-26,Smart Watch
4545,Divya,Worst product ever,2025-05-17,Mobile App
4546,Anitha,Support team was very helpful,2025-07-19,Smart Watch
4547,Priya,Worst product ever,2025-05-02,Banking App
4548,Arun,Support team was very helpful,2025-12-10,Banking App
